result_id,model_id,decision,construct,window,modality,comparator,population,rationale,factor
AUDIT-0015,NONE,EXCLUDE,Rescue analgesia,0–48 h after surgery,EA,Usual care,Per-protocol,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Rescue analgesic protocol was flurbiprofen 100 mg when NRS >3; table reports only number of patients, not doses.",
AUDIT-0016,NONE,EXCLUDE,Rescue analgesia,0–48 h after surgery,EA,Usual care,Per-protocol,"Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Rescue analgesic protocol was flurbiprofen 100 mg when NRS >3; table reports only number of patients, not doses.",
AUDIT-0020,NONE,HOLD,Quality of recovery,AMBIGUOUS,EA,Usual care,Per-protocol,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. The table/methods do not state the assessment timepoint for the reported overall QoR-15 value.",
AUDIT-0021,NONE,HOLD,Quality of recovery,AMBIGUOUS,EA,Usual care,Per-protocol,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. The table/methods do not state the assessment timepoint for the reported overall QoR-15 value.",
AUDIT-0022,NONE,HOLD,Quality of recovery,AMBIGUOUS,EA,Usual care,Per-protocol,"Source ambiguity or unavailable required statistic: Source definition, timepoint, denominator, scale, statistic, or post-randomization subset requires adjudication; see raw source/QC. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. The table/methods do not state the assessment timepoint for the reported overall QoR-15 value.",
AUDIT-0023,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,
AUDIT-0024,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,
AUDIT-0025,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0026,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0027,NONE,EXCLUDE,Rescue antiemetic,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,
AUDIT-0028,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,
AUDIT-0029,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,
AUDIT-0030,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0031,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0032,NONE,EXCLUDE,Rescue antiemetic,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,
AUDIT-0033,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,
AUDIT-0034,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,
AUDIT-0035,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0036,NONE,EXCLUDE,PONV,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0037,NONE,EXCLUDE,Rescue antiemetic,0–6 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,
AUDIT-0038,NONE,EXCLUDE,PONV,6–24 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0039,NONE,EXCLUDE,PONV,6–24 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0040,NONE,EXCLUDE,Rescue antiemetic,6–24 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,
AUDIT-0041,NONE,EXCLUDE,PONV,6–24 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0042,NONE,EXCLUDE,PONV,6–24 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0043,NONE,EXCLUDE,Rescue antiemetic,6–24 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,
AUDIT-0044,NONE,EXCLUDE,PONV,6–24 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0045,NONE,EXCLUDE,PONV,6–24 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0046,NONE,EXCLUDE,Rescue antiemetic,6–24 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Methods specify metoclopramide 10 mg as rescue therapy.,
AUDIT-0047,NONE,EXCLUDE,PONV,24–48 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,
AUDIT-0048,NONE,EXCLUDE,PONV,24–48 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent. Table 2 values are per-protocol.,
AUDIT-0049,NONE,EXCLUDE,PONV,24–48 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
AUDIT-0050,NONE,EXCLUDE,PONV,24–48 h after surgery,EA,Usual care,Per-protocol,Outside defined quantitative estimands; retained in full descriptive extraction. Source QC: Randomized arm sizes taken from CONSORT Fig 1 (Pre 103/30 103/Comb 103/Usual 104). Abstract instead reports Pre 103/30 104/Comb 103/Usual 103; source is internally inconsistent.,
