record_id,comparison_id,study,endpoint_family,outcome,window,time_class,statistic_type,modality,comparator_type,intervention,comparator,unit,n_i,n_c,mean_i,sd_i,mean_c,sd_c,events_i,events_c,eligibility,reason,rob2,analysis_population,source,source_location,selected_model,effect,se,measure,effect_note,scale_factor,hedges_g,hedges_se,not_pooled_reason
V33-OD-0342,SONG20_TEAS_vs_SHAM_REMSLEEP_POD1,Song 2020,Sleep quality,REM sleep,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,19.42,1.6,16.07,1.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,3.35,0.36919,MD,Native MD; no pooled interpretation without compatible model.,1,1.947983,0.263414,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0343,SONG20_TEAS_vs_SHAM_STABLESLEEP_POD1,Song 2020,Sleep quality,Stable sleep,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,28.24,2.7,24.85,3.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,3.39,0.65332,MD,Native MD; no pooled interpretation without compatible model.,1,1.112874,0.233132,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0344,SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_POD1,Song 2020,Sleep quality,Unstable sleep,First postoperative night,first postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,33.59,3.4,27.15,2.8,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,6.44,0.676435,MD,Native MD; no pooled interpretation without compatible model.,1,2.051389,0.267992,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0345,SONG20_TEAS_vs_SHAM_SLEEPEFFICIENCY_POD3,Song 2020,Sleep quality,Sleep efficiency,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,82,3.4,78.18,3.2,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,3.82,0.716504,MD,Native MD; no pooled interpretation without compatible model.,1,1.146976,0.234102,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0346,SONG20_TEAS_vs_SHAM_AIS_POD3,Song 2020,Sleep quality,AIS score,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,AIS points,42,43,3.33,0.8,4.33,0.9,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,-1.0,0.184595,MD,Native MD; no pooled interpretation without compatible model.,1,-1.162975,0.234566,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0347,SONG20_TEAS_vs_SHAM_REMSLEEP_POD3,Song 2020,Sleep quality,REM sleep,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,21.5,1.7,18.64,1.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,2.86,0.348045,MD,Native MD; no pooled interpretation without compatible model.,1,1.769177,0.255885,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0348,SONG20_TEAS_vs_SHAM_STABLESLEEP_POD3,Song 2020,Sleep quality,Stable sleep,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,30.11,3,27.13,3.4,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,2.98,0.69507,MD,Native MD; no pooled interpretation without compatible model.,1,0.920323,0.22814,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0349,SONG20_TEAS_vs_SHAM_UNSTABLESLEEP_POD3,Song 2020,Sleep quality,Unstable sleep,Third postoperative night,third postoperative night,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Perioperative TEAS: PC6/HT7 preoperatively; PC6/HT7/ST36/LI4 postoperatively (2/10 Hz; 30-min sessions),Active nonacupoint electrical stimulation with matched timing/frequency,%,42,43,38.16,3.4,31.39,2.7,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1qL50sUze8YDRs_oIXFWTbVUL5102qnw4/view?usp=drivesdk,Table 2,,6.77,0.666913,MD,Native MD; no pooled interpretation without compatible model.,1,2.188201,0.274283,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0351,SZMIT21_TEAS_vs_CTRL_MORPH24,Szmit 2021,Postoperative opioid dose (native window/unit),Total IV PCA morphine dose,0–24 h postoperative,0-24h postoperative,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,PCA only / no TEAS,mg IV morphine,24,23,7.5,3.8,15.5,6.1,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / primary outcome,,-8.0,1.489796,MD,Native MD; no pooled interpretation without compatible model.,1,-1.55549,0.332994,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0352,SZMIT21_TEAS_vs_SHAM_NAUSEA24,Szmit 2021,Nausea,Nausea incidence,Postoperative observation period; PCA/TEAS discontinued at 24 h,postoperative observation period; pca/teas discontinued at 24h,Events/total,TEAS,Sham,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,Sham TEAS: identical devices/placement with no electrical stimulation + PCA,participants with nausea,24,24,,,,,0,4,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / postoperative adverse events,,-2.197225,1.463633,logRR,0.5 added to all four cells,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0353,SZMIT21_TEAS_vs_CTRL_NAUSEA24,Szmit 2021,Nausea,Nausea incidence,Postoperative observation period; PCA/TEAS discontinued at 24 h,postoperative observation period; pca/teas discontinued at 24h,Events/total,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,PCA only / no TEAS,participants with nausea,24,23,,,,,0,2,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / postoperative adverse events,,-1.65026,1.522607,logRR,0.5 added to all four cells,1,,,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0354,SZMIT21_TEAS_vs_SHAM_VASDISCH,Szmit 2021,Pain — unspecified context,VAS pain at discharge,At discharge; exact postoperative clock time not reported,at discharge; exact postoperative clock time not reported,Mean/SD,TEAS,Sham,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,Sham TEAS: identical devices/placement with no electrical stimulation + PCA,VAS 0–10,24,24,1.3,1,2.9,1.5,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / Figure 3b,,-1.6,0.36799,MD,Native MD; no pooled interpretation without compatible model.,1,-1.234567,0.314976,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0355,SZMIT21_TEAS_vs_CTRL_VASDISCH,Szmit 2021,Pain — unspecified context,VAS pain at discharge,At discharge; exact postoperative clock time not reported,at discharge; exact postoperative clock time not reported,Mean/SD,TEAS,CONTROL_TYPE_REVIEW_REQUIRED,Postoperative TEAS: bilateral LI4 + ipsilateral peri-incisional ashi points; alternating 2/100 Hz; 30 min every 2 h through 24 h,PCA only / no TEAS,VAS 0–10,24,23,1.3,1,3.1,1.3,,,INCLUDE,"Numerically extractable in its native endpoint/time/statistic; pooling still requires compatible stratum, comparator and independent-arm selection.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1SbgHRO4KEP9X0Unz75vDMFCvlkDTEgk3/view?usp=drivesdk,Table 2 / Figure 3b,,-1.8,0.33933,MD,Native MD; no pooled interpretation without compatible model.,1,-1.530426,0.331756,"Native numeric candidate, not newly pooled: exact outcome definition/time/scale or prespecified arm selection requires a model-specific decision. No automatic pooling of the gap-fill audit."
V33-OD-0356,ZHANG18_TEA_vs_SHAM_OPIOID24,Zhang 2018,Postoperative opioid dose (native window/unit),Exact cumulative postoperative opioid consumption,0–24 h,0-24h,Not reported,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,opioid dose,21,21,,,,,,,NOT REPORTED,Accessed source does not supply the requested numerical result.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Methods/results,,,,,,1,,,Accessed source does not supply the requested numerical result.
V33-OD-0357,ZHANG18_TEA_vs_SHAM_DEFEC,Zhang 2018,GI — first defecation,Time to first defecation,Postoperative,postoperative,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,hours,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,EXISTING_RESULT_SPECIFIC: Some concerns,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2a / Results,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
V33-OD-0358,ZHANG18_TEA_vs_SHAM_FLATUS,Zhang 2018,GI — first flatus,Time to first flatus,Postoperative,postoperative,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,hours,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2a / Results,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
V33-OD-0359,ZHANG18_TEA_vs_SHAM_DIET,Zhang 2018,GI recovery,Time to resume diet,Postoperative,postoperative,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,days,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2b / Results,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
V33-OD-0360,ZHANG18_TEA_vs_SHAM_POI96,Zhang 2018,GI — first defecation,Prolonged postoperative ileus / time to first defecation >96 h,Postoperative,postoperative,Events/total,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,participants,21,21,,,,,0,5,HOLD,"Preserved v33 source-QC gate: Raw text gives 0/21 vs 5/21, but Table 2 endpoint/non-endpoint totals equal 44 rather than 42; adjudication required.",ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Results text / Table 2,,,,,,1,,,"Preserved v33 source-QC gate: Raw text gives 0/21 vs 5/21, but Table 2 endpoint/non-endpoint totals equal 44 rather than 42; adjudication required."
V33-OD-0361,ZHANG18_TEA_vs_SHAM_AMB,Zhang 2018,Functional recovery,Time to ambulation,Postoperative,postoperative,Graph-only mean±SE,MODALITY_REVIEW_REQUIRED,CONTROL_TYPE_REVIEW_REQUIRED,"Postoperative needleless TEA at bilateral ST36 and PC6; 25 Hz, 0.5-ms pulse width, 2–10 mA; 1 h twice daily on POD1–3",Active electrical stimulation at non-acupoints with the same stimulation method,days,21,21,,,,,,,GRAPH ONLY,No new graph digitization; historical digitized data require their original validation before pooling.,ROB2_RESULT_SPECIFIC_PENDING,,https://drive.google.com/file/d/1ZcLvQiw1bigHUYQTjwWPa8f1D2UrkAwl/view?usp=drivesdk,Figure 2b / Results,,,,,,1,,,No new graph digitization; historical digitized data require their original validation before pooling.
