result_id,outcome,timepoint,contrast,population,n_i,n_c,rob2_assessment_id,linkage_status,overall,d1,d2,d3,d4,d5,selection_rule,alternative_assessments,provenance,human_final_signoff,models
AUDIT-0034,Postoperative vomiting incidence,0–6 h after surgery,V34_B1_033,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0035,Nausea severity score,0–6 h after surgery,V34_B1_034,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0036,Vomiting severity score,0–6 h after surgery,V34_B1_035,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0037,Participants requiring metoclopramide rescue antiemetic,0–6 h after surgery,V34_B1_036,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0038,Nausea severity score,6–24 h after surgery,V34_B1_037,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0039,Vomiting severity score,6–24 h after surgery,V34_B1_038,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0040,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery,V34_B1_039,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0041,Nausea severity score,6–24 h after surgery,V34_B1_040,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0042,Vomiting severity score,6–24 h after surgery,V34_B1_041,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0043,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery,V34_B1_042,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0044,Nausea severity score,6–24 h after surgery,V34_B1_043,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0045,Vomiting severity score,6–24 h after surgery,V34_B1_044,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0046,Participants requiring metoclopramide rescue antiemetic,6–24 h after surgery,V34_B1_045,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0047,Postoperative nausea incidence,24–48 h after surgery,V34_B1_046,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0048,Postoperative vomiting incidence,24–48 h after surgery,V34_B1_047,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0049,Nausea severity score,24–48 h after surgery,V34_B1_048,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0050,Vomiting severity score,24–48 h after surgery,V34_B1_049,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0051,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,V34_B1_050,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0052,Postoperative nausea incidence,24–48 h after surgery,V34_B1_051,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0053,Postoperative vomiting incidence,24–48 h after surgery,V34_B1_052,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0054,Nausea severity score,24–48 h after surgery,V34_B1_053,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0055,Vomiting severity score,24–48 h after surgery,V34_B1_054,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0056,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,V34_B1_055,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0057,Postoperative nausea incidence,24–48 h after surgery,V34_B1_056,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0058,Postoperative vomiting incidence,24–48 h after surgery,V34_B1_057,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0059,Nausea severity score,24–48 h after surgery,V34_B1_058,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0060,Vomiting severity score,24–48 h after surgery,V34_B1_059,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0061,Participants requiring metoclopramide rescue antiemetic,24–48 h after surgery,V34_B1_060,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0062,Postoperative nausea incidence,48–72 h after surgery,V34_B1_061,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0063,Postoperative vomiting incidence,48–72 h after surgery,V34_B1_062,Per-protocol,101.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0064,Postoperative nausea incidence,48–72 h after surgery,V34_B1_063,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0065,Postoperative vomiting incidence,48–72 h after surgery,V34_B1_064,Per-protocol,98.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0066,Postoperative nausea incidence,48–72 h after surgery,V34_B1_065,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0067,Postoperative vomiting incidence,48–72 h after surgery,V34_B1_066,Per-protocol,100.0,101.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0068,Abdominal distension incidence,Postoperative; assessment window not separately stated,V34_B1_067,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0069,Abdominal distension severity grade 0,Postoperative; assessment window not separately stated,V34_B1_068,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0070,Abdominal distension severity grade 1,Postoperative; assessment window not separately stated,V34_B1_069,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0071,Abdominal distension severity grade 2,Postoperative; assessment window not separately stated,V34_B1_070,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0072,Abdominal distension severity grade 3,Postoperative; assessment window not separately stated,V34_B1_071,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0073,Abdominal distension severity grade 4,Postoperative; assessment window not separately stated,V34_B1_072,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0074,Participants given rescue medication,Postoperative; exact window not stated,V34_B1_073,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0075,Nausea severity score,0–24 h after surgery,V34_B1_074,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0076,Vomiting severity score,0–24 h after surgery,V34_B1_075,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0077,Nausea incidence,0–24 h after surgery,V34_B1_076,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;nausea24_EA_usual
AUDIT-0078,Vomiting incidence,0–24 h after surgery,V34_B1_077,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,;vomiting24_EA_usual
AUDIT-0079,Static pain VAS,0–24 h after surgery,V34_B1_078,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0080,Dynamic pain VAS,0–24 h after surgery,V34_B1_079,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0081,Nausea severity score,24–48 h after surgery,V34_B1_080,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0082,Vomiting severity score,24–48 h after surgery,V34_B1_081,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0083,Nausea incidence,24–48 h after surgery,V34_B1_082,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0084,Vomiting incidence,24–48 h after surgery,V34_B1_083,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0085,Static pain VAS,24–48 h after surgery,V34_B1_084,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0086,Dynamic pain VAS,24–48 h after surgery,V34_B1_085,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0087,Nausea severity score,48–72 h after surgery,V34_B1_086,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0088,Vomiting severity score,48–72 h after surgery,V34_B1_087,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0089,Nausea incidence,48–72 h after surgery,V34_B1_088,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0090,Vomiting incidence,48–72 h after surgery,V34_B1_089,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
AUDIT-0091,Static pain VAS,48–72 h after surgery,V34_B1_090,Available-case,29.0,28.0,,UNLINKED — no exact existing assessment established,UNLINKED,,,,,,,,Study-level record retained only as background; not an exact-result assessment.,NOT INDEPENDENTLY DOCUMENTED,
